0	440	0.02
0	2	0.09
0	579	0.02
0	1300	0.10
0	189	0.09
0	756	0.02
0	59	0.05
0	3101	0.02
0	22	0.07
0	307	0.03
0	880	0.04
0	160	0.07
0	3295	0.02
0	123	0.08
0	3424	0.03
0	1639	0.09
0	1685	0.09
0	1290	0.00
0	125	0.01
0	2132	0.07
0	404	0.07
0	287	0.05
0	251	0.01
0	864	0.10
1	8	0.00
1	1751	0.05
2	2133	0.02
2	3	0.09
2	225	0.01
2	928	0.10
2	3321	0.04
2	1207	0.02
2	172	0.02
2	2046	0.10
2	2757	0.04
2	2758	0.09
4	3160	0.07
4	1821	0.06
4	1225	0.10
4	5	0.07
4	2423	0.01
4	403	0.06
4	2533	0.05
5	403	0.06
5	57	0.03
6	199	0.00
6	1	0.05
6	5	0.03
6	3347	0.06
6	7	0.07
6	8	0.07
6	828	0.05
6	1432	0.08
6	3083	0.04
6	771	0.06
6	347	0.03
6	403	0.01
6	113	0.05
7	8	0.03
8	214	0.03
8	2745	0.04
9	10	0.09
9	11	0.02
10	90	0.09
10	178	0.06
10	2	0.09
10	475	0.04
10	0	0.09
10	241	0.10
10	1389	0.10
10	225	0.03
10	1722	0.00
10	11	0.07
10	186	0.05
10	784	0.09
10	640	0.09
10	60	0.09
10	488	0.05
10	22	0.03
10	1179	0.01
10	444	0.05
10	2910	0.06
10	306	0.05
10	387	0.02
10	713	0.03
10	880	0.00
10	118	0.04
10	2088	0.05
10	538	0.05
10	204	0.05
10	1025	0.03
10	165	0.08
10	243	0.04
10	2956	0.00
10	237	0.08
10	404	0.03
10	160	0.08
11	91	0.03
11	713	0.03
11	95	0.01
11	96	0.04
11	241	0.02
11	225	0.07
11	1635	0.09
11	1290	0.09
11	662	0.07
11	2882	0.10
11	237	0.00
11	2996	0.04
11	60	0.02
11	320	0.06
11	22	0.08
11	153	0.01
11	562	0.05
13	55	0.06
13	14	0.02
13	15	0.08
13	600	0.08
14	958	0.02
14	404	0.05
14	72	0.04
14	2528	0.08
14	3488	0.03
14	294	0.06
14	189	0.01
14	397	0.06
14	15	0.07
14	1232	0.07
14	452	0.08
14	287	0.07
14	723	0.06
15	452	0.10
15	3041	0.06
15	2422	0.07
16	749	0.01
16	3443	0.04
16	1908	0.01
16	291	0.02
16	72	0.04
16	3536	0.05
16	223	0.09
16	396	0.05
16	3490	0.05
16	3064	0.08
16	17	0.00
16	20	0.05
16	1810	0.10
17	16	0.05
18	940	0.04
18	1360	0.09
18	1170	0.07
18	2138	0.03
18	372	0.07
18	665	0.00
18	526	0.06
18	557	0.04
18	20	0.07
18	19	0.07
18	1094	0.10
18	3811	0.10
18	3812	0.08
18	1574	0.06
19	20	0.02
20	1170	0.08
20	665	0.07
20	372	0.06
20	72	0.04
21	870	0.07
21	1290	0.08
21	225	0.10
21	1298	0.02
21	11	0.03
21	1591	0.07
21	425	0.01
21	22	0.08
21	958	0.08
21	880	0.01
21	3605	0.06
21	160	0.06
21	828	0.01
21	36	0.05
21	3354	0.01
21	404	0.03
21	1160	0.06
21	1933	0.03
22	1036	0.02
22	1861	0.10
22	744	0.09
22	241	0.06
22	252	0.02
23	89	0.03
23	444	0.03
23	237	0.02
23	479	0.03
23	1526	0.06
23	307	0.09
23	3186	0.04
23	850	0.04
23	24	0.09
23	25	0.01
23	2360	0.10
23	940	0.00
23	109	0.02
23	2174	0.05
23	241	0.09
23	59	0.01
23	2941	0.01
23	1408	0.03
23	481	0.02
23	3302	0.06
24	3033	0.07
24	900	0.09
24	25	0.10
26	2618	0.05
26	125	0.10
26	2560	0.03
26	152	0.02
26	251	0.07
27	176	0.01
27	3352	0.02
27	3821	0.08
27	1752	0.10
27	1559	0.10
27	227	0.05
27	3311	0.07
