0	440	0.04
0	2	0.05
0	579	0.10
0	1300	0.45
0	189	0.05
0	756	0.76
0	59	0.15
0	3101	0.85
0	22	0.03
0	307	0.09
0	880	0.13
0	160	0.09
0	3295	0.62
0	123	0.21
0	3424	0.24
0	1639	0.26
0	1685	0.12
0	1290	0.09
0	125	0.45
0	2132	0.28
0	404	0.10
0	287	0.10
0	251	0.07
0	864	0.66
1	8	0.09
1	1751	0.16
2	2133	0.14
2	3	0.07
2	225	0.06
2	928	0.06
2	3321	0.64
2	1207	0.14
2	172	0.06
2	2046	0.12
2	2757	0.54
2	2758	0.34
4	3160	0.97
4	1821	0.62
4	1225	0.08
4	5	0.06
4	2423	0.15
4	403	0.04
4	2533	0.35
5	403	0.03
5	57	0.33
6	199	0.11
6	1	0.25
6	5	0.06
6	3347	0.66
6	7	0.97
6	8	0.08
6	828	0.11
6	1432	0.47
6	3083	0.19
6	771	0.24
6	347	0.17
6	403	0.05
6	113	0.06
7	8	0.09
8	214	0.12
8	2745	0.20
9	10	0.43
9	11	0.09
10	90	0.27
10	178	0.28
10	2	0.06
10	475	0.11
10	0	0.20
10	241	0.04
10	1389	0.20
10	225	0.08
10	1722	0.18
10	11	0.09
10	186	0.64
10	784	0.63
10	640	0.34
10	60	0.06
10	488	0.19
10	22	0.04
10	1179	0.20
10	444	0.15
10	2910	0.15
10	306	0.20
10	387	0.17
10	713	0.11
10	880	0.17
10	118	0.08
10	2088	0.87
10	538	0.55
10	204	0.72
10	1025	0.23
10	165	0.19
10	243	0.97
10	2956	0.85
10	237	0.06
10	404	0.08
10	160	0.11
11	91	0.18
11	713	0.11
11	95	0.11
11	96	0.09
11	241	0.03
11	225	0.08
11	1635	0.36
11	1290	0.09
11	662	0.22
11	2882	0.66
11	237	0.07
11	2996	0.14
11	60	0.05
11	320	0.63
11	22	0.03
11	153	0.14
11	562	0.19
13	55	0.10
13	14	0.16
13	15	0.26
13	600	0.47
14	958	0.21
14	404	0.08
14	72	0.13
14	2528	0.22
14	3488	0.57
14	294	0.21
14	189	0.07
14	397	0.08
14	15	0.34
14	1232	0.13
14	452	0.52
14	287	0.13
14	723	0.23
15	452	0.73
15	3041	0.63
15	2422	0.69
16	749	0.25
16	3443	0.45
16	1908	0.93
16	291	0.55
16	72	0.18
16	3536	0.34
16	223	0.05
16	396	0.10
16	3490	0.59
16	3064	0.38
16	17	0.60
16	20	0.46
16	1810	0.43
17	16	0.38
18	940	0.08
18	1360	0.63
18	1170	0.53
18	2138	0.56
18	372	0.13
18	665	0.35
18	526	0.10
18	557	0.23
18	20	0.36
18	19	0.59
18	1094	0.22
18	3811	0.98
18	3812	0.52
18	1574	0.39
19	20	0.47
20	1170	0.58
20	665	0.45
20	372	0.16
20	72	0.17
21	870	0.07
21	1290	0.12
21	225	0.07
21	1298	0.37
21	11	0.08
21	1591	0.52
21	425	0.13
21	22	0.04
21	958	0.22
21	880	0.15
21	3605	0.76
21	160	0.12
21	828	0.10
21	36	0.22
21	3354	0.74
21	404	0.07
21	1160	0.61
21	1933	0.58
22	1036	0.09
22	1861	0.16
22	744	0.09
22	241	0.04
22	252	0.12
23	89	0.11
23	444	0.16
23	237	0.07
23	479	0.74
23	1526	0.94
23	307	0.10
23	3186	0.83
23	850	0.13
23	24	0.55
23	25	0.13
