0	142
0	216
0	225
0	301
0	372
0	399
0	424
0	435
0	451
1	3
1	216
1	243
1	378
1	494
2	128
2	148
2	406
3	9
3	40
3	122
3	149
3	173
3	254
3	427
4	17
4	88
4	98
4	185
4	343
4	441
4	473
5	35
5	266
5	376
5	400
5	459
5	492
6	27
6	76
6	141
6	153
6	320
6	374
6	467
7	69
7	477
8	56
8	66
8	78
8	237
8	478
8	491
9	69
9	104
9	131
9	166
9	361
10	84
10	159
10	303
10	338
10	363
10	484
11	74
11	119
11	334
12	168
12	177
12	296
12	309
12	369
13	197
13	240
13	463
13	475
14	33
14	164
14	257
14	357
14	369
14	442
15	81
15	152
15	200
15	401
16	100
16	168
16	238
16	311
16	445
17	1
17	56
17	221
17	375
17	484
18	58
18	208
18	269
18	287
18	342
18	422
18	478
19	168
19	256
19	396
20	41
20	150
20	152
20	197
20	214
20	257
20	372
20	411
20	499
21	36
21	85
21	214
21	357
21	453
22	121
22	196
22	354
22	371
22	392
22	487
23	0
23	7
23	39
23	41
23	164
23	200
23	234
23	238
23	381
23	386
23	389
23	412
24	418
25	157
25	216
25	403
26	60
26	123
26	165
26	262
26	333
27	139
27	163
27	405
27	477
28	11
28	121
28	187
28	189
28	263
28	411
29	47
29	100
29	129
29	231
29	309
30	7
30	286
30	366
30	398
30	478
30	485
30	503
31	86
31	280
31	422
31	448
32	180
32	322
32	437
32	467
33	78
33	358
33	370
33	435
33	441
34	8
34	26
34	59
34	150
34	163
34	392
34	498
35	169
35	204
35	286
35	331
35	350
35	355
35	476
35	835
36	10
36	59
36	131
36	300
36	453
37	67
37	188
37	261
37	272
37	442
38	241
38	360
38	367
38	406
38	429
39	10
39	107
39	164
39	499
40	74
40	94
40	137
40	183
40	259
40	304
40	367
41	88
41	114
41	352
42	17
42	137
42	238
42	290
42	479
43	4
43	74
43	115
43	299
43	304
43	347
43	375
43	438
44	10
44	46
44	298
44	366
45	8
45	60
45	104
45	201
45	224
45	315
45	360
45	467
45	484
46	18
46	24
46	172
46	304
46	372
46	396
46	443
47	450
48	23
48	347
49	105
49	121
49	191
49	286
50	65
50	128
50	236
50	304
50	313
50	478
51	40
51	88
51	132
51	283
51	293
51	341
51	398
51	443
51	480
51	485
53	39
53	56
53	93
53	142
53	378
53	414
53	452
53	480
54	14
54	193
54	479
54	489
55	66
55	290
55	313
55	383
55	402
56	73
56	168
56	200
56	410
56	412
57	168
57	197
57	298
57	424
58	18
58	133
58	181
58	292
58	360
58	415
58	454
58	465
59	100
59	294
59	344
60	179
60	219
60	291
60	362
60	476
61	179
61	234
61	436
61	493
62	0
62	126
62	192
62	356
62	487
63	59
63	268
63	322
63	466
63	474
64	20
64	193
64	200
64	203
64	208
65	39
65	247
65	346
65	359
65	366
65	470
65	474
66	38
66	166
66	235
66	482
67	7
67	36
67	171
67	322
69	123
69	277
70	27
70	31
70	161
70	188
70	228
70	391
70	460
71	13
71	47
71	206
71	311
71	329
71	447
72	91
72	136
72	307
72	318
72	324
72	381
72	422
73	20
73	147
73	197
73	248
73	318
74	122
74	262
74	268
74	397
74	435
74	495
75	227
75	371
75	485
75	491
75	494
76	110
76	180
76	325
77	0
77	65
77	103
77	151
77	196
77	364
77	370
78	39
78	178
78	199
79	262
79	265
79	358
79	452
79	458
80	113
80	338
80	364
80	459
81	57
81	158
81	352
82	24
82	55
82	58
82	381
82	399
82	478
82	485
83	214
83	406
83	483
83	486
84	88
84	350
84	485
84	490
85	120
85	283
85	377
86	52
86	154
86	210
86	324
86	365
86	390
87	452
88	35
88	37
88	54
88	205
88	276
88	328
89	33
89	56
89	68
89	211
89	253
89	279
89	359
90	56
90	165
90	175
90	188
90	267
90	438
90	447
91	119
91	159
91	196
91	223
91	361
92	231
92	244
92	247
92	329
92	388
92	408
92	421
93	170
93	204
93	255
93	275
93	334
93	338
94	28
94	33
94	274
94	396
94	424
94	430
95	35
95	40
95	65
95	199
95	317
95	445
95	480
96	244
96	257
96	468
97	371
97	389
97	399
97	404
97	476
98	46
98	139
98	214
98	466
99	23
99	189
99	247
100	39
100	41
100	121
100	149
100	173
100	193
101	74
101	92
101	155
101	184
101	303
101	366
101	429
101	454
101	461
101	491
102	39
102	142
102	278
102	283
102	292
102	418
102	489
103	7
103	46
103	139
103	180
103	209
103	305
103	452
104	28
104	218
104	418
105	6
105	91
105	103
105	107
105	407
105	445
105	499
106	128
106	172
106	236
106	426
106	462
107	73
107	143
107	175
107	215
107	380
107	399
108	187
108	214
108	218
108	338
108	342
108	368
108	377
109	178
109	290
109	303
110	20
110	45
110	116
110	152
110	225
111	51
111	280
111	331
111	342
111	463
112	231
113	29
113	88
113	135
113	182
113	457
114	171
114	446
114	447
114	486
115	17
115	44
115	214
115	467
116	289
116	292
116	362
117	30
117	137
117	212
117	339
117	347
117	414
117	448
118	347
119	3
119	77
119	124
119	177
119	237
119	239
120	11
120	160
120	251
120	267
120	413
120	419
121	29
121	31
121	77
121	218
121	400
121	429
122	204
123	126
123	160
123	215
123	432
124	214
124	279
125	54
125	104
125	451
126	226
126	228
126	255
126	383
126	459
127	206
127	282
128	98
128	144
128	257
128	415
128	429
129	76
129	144
129	181
129	466
130	116
130	118
130	127
130	209
130	244
130	322
130	398
130	476
131	144
131	266
131	325
131	335
131	393
131	467
132	74
132	122
132	249
132	306
132	335
133	66
133	75
133	150
133	229
133	346
133	496
134	113
134	185
134	329
135	475
136	151
136	183
136	250
136	377
136	426
136	433
137	333
138	119
138	235
138	366
139	244
139	278
139	351
139	388
140	100
140	335
140	426
140	429
140	489
141	27
141	155
141	199
141	237
142	146
142	220
142	337
142	391
142	444
142	492
143	43
144	33
144	123
144	130
144	164
144	225
144	235
144	237
144	284
144	340
144	374
144	426
144	432
144	434
144	461
145	2
145	16
145	54
145	237
145	492
146	9
146	186
146	236
146	396
147	29
147	95
147	206
147	236
147	244
147	349
147	444
147	470
147	482
148	36
148	256
148	362
149	189
149	346
150	38
150	114
150	219
150	386
151	147
151	224
151	239
151	305
151	365
151	379
151	474
152	20
152	72
152	78
152	161
152	208
152	228
152	286
152	299
152	370
152	404
152	413
153	45
153	136
153	354
154	2
154	3
154	265
154	272
154	280
154	407
155	212
155	295
155	327
155	386
155	408
155	437
155	477
155	490
156	13
156	24
156	252
156	308
156	310
156	428
156	495
157	34
157	136
157	164
157	451
158	89
158	125
158	447
159	7
159	50
159	161
159	232
159	390
159	436
160	63
160	64
160	102
160	178
161	21
161	44
161	45
161	56
161	83
161	281
161	302
161	336
162	2
162	134
162	197
163	79
163	85
163	263
163	282
163	309
163	311
164	89
164	112
164	130
164	167
164	226
164	227
164	245
165	38
165	113
165	190
165	248
165	272
165	331
165	455
166	415
167	46
167	100
167	216
167	362
167	413
167	498
168	16
168	40
168	231
168	248
168	298
168	320
168	322
168	340
168	363
168	398
168	493
169	38
169	85
169	91
169	219
169	321
169	390
169	461
169	792
170	42
170	129
170	234
170	325
170	434
171	0
171	13
171	83
171	436
172	4
172	99
172	116
172	153
172	175
172	176
172	253
173	97
173	151
173	153
173	156
173	247
173	451
174	105
174	133
174	239
174	281
174	325
175	75
175	206
175	249
175	263
176	116
176	118
176	211
176	250
176	369
177	439
177	492
178	13
178	183
178	267
178	359
179	227
179	399
180	48
180	117
180	330
180	331
180	413
180	414
181	20
181	118
181	337
182	30
182	448
182	457
183	259
183	314
183	448
183	473
184	44
184	127
184	183
184	284
184	938
185	71
185	151
185	186
185	298
185	470
186	245
186	384
187	286
187	317
187	348
187	354
188	125
188	207
188	212
188	224
188	254
189	151
189	294
189	363
190	146
190	211
190	311
190	372
190	373
190	415
191	2
191	32
191	85
191	123
191	268
191	270
192	35
192	217
192	317
192	346
192	391
193	67
193	119
193	263
193	286
193	363
193	426
193	441
193	442
193	484
194	51
194	105
194	212
195	3
195	40
195	94
195	220
195	297
195	411
196	93
196	277
196	387
196	432
197	212
197	250
197	444
198	83
198	258
198	311
198	494
199	6
199	22
199	263
199	493
200	337
200	348
200	480
201	4
202	21
202	91
202	144
202	167
202	184
202	195
202	303
202	409
202	462
203	36
203	53
203	89
203	129
203	261
203	266
203	348
204	54
204	354
204	472
205	159
205	175
205	256
205	322
206	207
206	259
206	363
206	366
206	407
207	63
207	75
207	95
207	175
207	200
207	294
208	159
208	310
208	474
209	56
209	260
209	325
209	347
209	360
210	385
210	412
211	152
211	311
211	329
212	91
212	221
212	331
212	431
213	66
213	111
213	132
213	284
213	309
214	62
214	151
214	181
214	356
214	366
214	450
214	458
214	565
215	190
215	267
216	44
216	190
216	280
216	374
216	388
216	395
216	439
217	54
217	111
217	206
217	427
218	61
218	154
218	174
218	238
218	256
218	341
218	404
218	493
219	119
219	156
219	256
220	2
220	112
220	197
220	270
220	295
220	351
220	433
221	450
222	23
222	139
222	217
222	298
222	319
223	10
223	163
223	488
224	177
224	221
224	360
224	393
224	427
225	36
225	50
225	53
225	97
225	165
226	193
226	229
226	317
226	406
227	168
227	207
227	278
227	297
227	401
228	15
228	125
228	179
228	208
228	251
228	309
228	436
229	214
229	313
230	117
230	140
230	297
230	306
230	323
231	24
231	121
231	147
231	256
231	290
231	366
231	407
231	469
231	471
232	20
232	37
232	147
232	185
232	187
232	265
232	272
232	283
232	468
233	50
233	212
233	251
233	272
233	414
233	421
233	441
233	453
233	468
233	499
234	142
234	168
234	186
234	249
234	352
234	379
235	117
235	189
235	260
235	347
235	360
236	105
236	135
236	342
236	464
237	31
237	149
237	161
237	192
237	204
237	268
237	276
237	366
237	409
238	78
238	93
238	351
238	369
239	67
239	70
239	318
239	482
240	26
240	119
240	227
240	265
240	300
240	425
241	37
241	91
241	106
241	151
241	207
241	305
241	338
241	419
242	27
242	28
242	133
242	185
243	333
243	486
244	44
244	252
244	454
245	41
245	130
245	189
245	221
245	227
245	375
245	412
245	432
246	13
246	214
246	226
246	235
246	312
246	493
247	162
247	250
247	326
248	82
248	141
248	143
248	158
248	253
249	2
249	47
249	382
249	393
249	402
249	460
250	8
250	80
250	155
250	182
250	208
250	215
250	257
250	372
250	415
250	433
250	494
251	40
251	151
251	156
251	293
251	322
251	454
251	463
251	472
252	12
252	174
253	17
253	34
253	133
253	193
253	225
253	231
253	296
253	336
253	439
254	257
254	343
254	482
255	35
255	74
255	127
255	168
255	183
255	307
256	316
256	373
256	493
257	163
257	272
257	364
258	200
258	289
258	361
258	373
258	382
258	454
259	285
259	980
260	69
260	193
260	215
260	350
260	496
261	31
261	38
261	45
261	198
261	297
261	298
261	372
261	389
262	417
263	128
263	372
263	392
264	23
264	97
264	162
264	236
264	290
264	364
264	381
264	382
264	424
265	59
265	67
265	135
265	259
265	351
265	401
266	275
266	489
266	491
267	4
267	131
267	260
267	285
267	310
267	320
267	353
267	360
267	482
267	491
267	498
268	78
268	263
268	264
268	329
268	338
268	423
268	466
269	415
269	473
270	68
270	93
270	207
270	211
270	341
270	440
271	86
271	95
271	147
271	158
271	357
272	396
273	35
273	37
273	44
273	77
273	105
273	130
273	171
273	251
273	361
273	462
274	6
274	28
274	77
274	100
274	184
274	275
274	277
274	297
274	317
274	332
274	415
274	451
274	476
274	488
275	207
275	402
276	98
276	270
276	318
276	358
276	466
277	165
277	238
277	478
278	57
278	105
278	111
278	307
278	401
278	450
279	24
279	147
279	337
279	341
280	32
280	103
280	161
280	266
280	392
280	436
281	26
281	223
281	259
282	64
282	299
282	337
282	438
284	22
284	200
284	282
284	340
284	455
284	456
285	44
285	163
285	217
286	29
286	62
286	65
286	213
286	452
286	473
287	81
287	126
287	158
287	182
287	184
287	325
287	375
287	405
287	422
288	62
288	89
288	247
288	376
289	24
289	185
289	315
289	345
289	357
289	378
289	445
289	470
290	20
290	207
290	261
291	62
291	113
291	227
291	235
291	261
291	271
291	273
291	329
291	457
292	45
292	139
292	170
292	352
292	431
294	29
294	163
294	323
295	12
295	224
295	266
295	402
296	22
296	187
296	191
296	242
296	334
296	461
297	232
297	249
297	390
297	400
298	28
298	144
298	252
298	394
298	421
298	438
299	244
299	273
300	144
300	169
300	304
300	391
300	416
300	447
300	460
300	484
301	160
302	171
302	174
302	281
302	411
303	47
303	70
303	496
304	165
304	357
305	83
305	275
305	278
305	395
305	399
305	409
306	8
306	10
306	49
306	80
306	165
306	260
307	31
307	141
307	276
307	339
308	15
308	39
308	207
309	127
309	202
309	252
309	307
309	312
309	328
309	397
309	483
310	51
310	170
310	479
311	33
311	290
311	410
311	421
311	432
311	444
312	110
312	151
312	221
312	324
312	458
313	46
313	131
313	267
313	294
313	428
313	441
314	223
314	284
314	298
314	470
315	248
315	493
316	104
316	181
316	269
316	389
316	398
316	417
316	450
317	13
317	274
317	356
317	416
318	61
318	171
318	191
318	344
319	147
319	273
319	297
319	335
319	353
319	431
320	44
320	121
320	251
320	255
320	357
321	355
322	20
322	310
322	408
322	434
322	438
323	152
323	162
323	168
323	177
323	285
324	84
324	114
324	212
324	448
325	342
325	465
326	186
326	217
326	429
327	181
327	237
327	309
328	265
328	278
328	373
328	447
329	2
329	225
329	246
329	297
329	345
329	475
330	58
330	110
330	115
330	175
330	390
330	455
330	462
331	82
331	168
331	200
331	447
332	64
332	209
332	350
333	105
333	150
333	211
333	451
334	3
334	89
334	114
334	124
334	259
334	676
335	68
335	248
335	274
335	315
335	378
336	24
336	30
336	290
336	350
337	31
337	113
337	323
337	345
337	414
337	473
337	495
338	216
338	221
338	244
338	292
338	332
338	341
338	382
338	492
339	194
339	331
340	119
340	155
340	257
340	288
340	420
340	424
341	384
342	13
342	32
342	82
342	167
342	392
343	277
343	291
343	397
343	492
343	494
344	86
344	136
344	171
344	295
344	298
344	364
344	375
345	72
345	90
345	168
345	209
345	350
346	96
346	329
346	382
346	448
347	49
347	197
347	243
347	459
348	70
348	253
348	278
349	25
349	118
349	196
349	273
349	285
349	322
349	392
349	412
350	127
350	427
350	434
350	436
350	487
351	3
351	38
351	86
351	123
352	62
352	122
352	372
352	490
353	46
353	290
353	357
354	108
354	257
354	358
354	417
355	24
355	123
355	268
355	324
355	459
355	466
356	46
356	114
356	320
356	339
356	457
357	158
357	255
357	379
357	466
357	471
357	492
358	277
359	54
359	125
359	140
359	329
359	330
359	413
359	436
360	12
360	67
360	83
360	188
360	458
360	494
361	254
361	359
361	452
362	78
362	174
362	185
362	335
362	393
362	394
363	53
363	129
363	249
363	291
364	289
364	290
364	386
364	472
365	30
365	45
365	314
365	409
366	294
366	415
367	35
367	69
367	115
367	129
367	183
367	235
367	344
368	62
368	172
368	202
368	353
368	496
369	272
369	299
369	498
370	308
370	350
370	479
371	78
371	183
371	288
371	341
372	114
372	186
372	227
372	353
373	22
373	62
373	69
373	84
373	98
373	253
373	324
374	45
374	215
374	403
375	67
375	131
375	319
376	74
376	219
377	26
377	57
377	132
377	163
377	480
378	25
378	57
378	84
378	180
378	202
378	205
378	336
378	379
378	429
378	435
378	463
379	78
379	298
380	30
380	48
380	395
380	424
381	284
381	422
382	19
382	227
382	284
382	469
383	58
383	268
383	315
383	350
384	8
384	23
384	62
384	156
384	195
384	245
384	254
384	366
385	51
385	237
386	29
386	421
386	472
387	269
387	332
387	341
387	475
387	495
388	89
388	164
388	299
388	381
388	414
388	482
389	64
389	79
389	278
389	355
390	119
390	334
390	443
390	484
391	56
391	94
391	222
391	288
391	340
391	358
392	2
392	52
392	226
392	416
393	123
393	159
393	450
394	34
394	128
394	372
395	67
395	68
395	129
395	277
395	283
395	331
395	386
395	435
395	450
396	50
396	154
396	208
396	223
396	317
396	345
396	440
396	482
396	490
397	47
397	78
397	200
397	224
397	337
397	364
397	366
397	420
398	410
399	9
399	16
399	262
399	444
400	91
400	102
400	125
400	138
400	139
400	184
400	354
401	131
401	192
401	222
401	226
401	291
401	353
402	111
402	307
402	329
402	458
403	34
403	470
404	352
404	387
404	391
404	475
404	482
405	20
405	62
405	106
405	117
405	193
405	377
405	497
406	225
406	393
406	413
406	492
407	27
407	405
407	414
407	415
407	483
407	485
408	74
408	391
408	456
408	492
408	497
409	179
409	271
410	91
410	112
410	290
410	380
411	58
411	78
411	180
411	203
411	208
411	236
411	293
411	304
411	325
411	345
411	351
411	489
412	62
412	76
412	202
412	216
412	369
412	421
412	423
413	273
413	395
413	433
414	4
414	90
414	138
414	237
414	239
