0	142	0.92
0	216	0.85
0	225	0.78
0	301	0.72
0	372	0.72
0	399	0.72
0	424	0.81
0	435	0.92
0	451	0.87
1	3	0.78
1	216	0.99
1	243	0.97
1	378	0.86
1	494	0.84
2	128	0.76
2	148	0.97
2	406	0.94
3	9	0.98
3	40	0.79
3	122	0.80
3	149	0.82
3	173	0.74
3	254	0.85
3	427	0.71
4	17	0.91
4	88	0.78
4	98	0.81
4	185	0.80
4	343	0.99
4	441	0.99
4	473	0.89
5	35	0.92
5	266	0.78
5	376	0.86
5	400	0.74
5	459	0.72
5	492	0.77
6	27	0.94
6	76	0.93
6	141	0.78
6	153	0.77
6	320	0.95
6	374	0.89
6	467	0.81
7	69	0.82
7	477	0.78
8	56	0.74
8	66	0.90
8	78	0.84
8	237	0.83
8	478	0.72
8	491	0.99
9	69	0.71
9	104	0.96
9	131	0.89
9	166	0.88
9	361	0.70
10	84	0.73
10	159	0.92
10	303	0.99
10	338	0.84
10	363	0.77
10	484	0.75
11	74	0.70
11	119	0.70
11	334	0.95
12	168	0.75
12	177	0.91
12	296	0.99
12	309	0.73
12	369	0.91
13	197	0.84
13	240	0.80
13	463	0.75
13	475	0.94
14	33	1.00
14	164	0.70
14	257	0.91
14	357	0.86
14	369	0.88
14	442	0.90
15	81	0.85
15	152	1.00
15	200	0.95
15	401	0.99
16	100	0.80
16	168	0.95
16	238	0.79
16	311	0.88
16	445	0.98
17	1	0.79
17	56	0.73
17	221	0.93
17	375	0.90
17	484	0.93
18	58	0.80
18	208	0.71
18	269	0.88
18	287	0.95
18	342	0.99
18	422	0.88
18	478	0.88
19	168	0.73
19	256	0.77
19	396	0.73
20	41	0.71
20	150	0.98
20	152	0.72
20	197	0.77
20	214	0.80
20	257	0.74
20	372	0.89
20	411	0.81
20	499	0.94
21	36	0.97
21	85	0.75
21	214	0.92
21	357	0.90
21	453	0.95
22	121	0.83
22	196	0.76
22	354	0.91
22	371	0.83
22	392	0.78
22	487	0.80
23	0	0.90
23	7	0.83
23	39	0.96
23	41	0.85
23	164	0.84
23	200	0.73
23	234	0.96
23	238	0.77
23	381	0.76
23	386	1.00
23	389	0.75
23	412	0.80
24	418	0.93
25	157	0.91
25	216	0.98
25	403	0.86
26	60	0.97
26	123	0.93
26	165	0.75
26	262	0.81
26	333	0.98
27	139	0.71
27	163	0.80
27	405	0.88
27	477	0.93
28	11	0.94
28	121	0.86
28	187	0.76
28	189	0.91
28	263	0.95
28	411	1.00
29	47	0.85
29	100	0.80
29	129	0.95
29	231	0.82
29	309	0.93
30	7	0.80
30	286	0.92
30	366	0.93
30	398	0.71
30	478	0.94
30	485	0.86
30	503	0.99
31	86	0.98
31	280	0.98
31	422	0.80
31	448	0.85
32	180	0.94
32	322	0.97
32	437	0.99
32	467	0.86
33	78	0.84
33	358	0.93
33	370	0.80
33	435	0.86
33	441	0.90
34	8	0.84
34	26	0.82
34	59	0.84
34	150	0.74
34	163	0.79
34	392	0.88
34	498	0.88
35	169	0.77
35	204	0.88
35	286	0.90
35	331	0.77
35	350	0.82
35	355	0.87
35	476	0.81
35	835	0.92
36	10	0.75
36	59	0.81
36	131	0.71
36	300	0.85
36	453	1.00
37	67	0.73
37	188	0.95
37	261	0.88
37	272	0.73
37	442	0.97
38	241	0.92
38	360	0.89
38	367	0.92
38	406	0.83
38	429	0.87
39	10	0.96
39	107	0.79
39	164	0.80
39	499	0.89
40	74	0.93
40	94	0.97
40	137	0.90
40	183	0.77
40	259	0.93
40	304	0.94
40	367	0.81
41	88	0.75
41	114	0.77
41	352	0.79
42	17	0.75
42	137	0.95
42	238	0.71
42	290	0.92
42	479	0.91
43	4	0.85
43	74	0.80
43	115	0.83
43	299	0.73
43	304	0.84
43	347	0.91
43	375	0.78
43	438	0.81
44	10	0.75
44	46	0.84
44	298	0.81
44	366	0.81
45	8	0.89
45	60	0.87
45	104	0.77
45	201	0.89
45	224	0.92
45	315	0.73
45	360	0.73
45	467	0.83
45	484	0.71
46	18	0.84
46	24	0.81
46	172	0.95
46	304	0.83
46	372	0.77
46	396	0.78
46	443	1.00
47	450	0.81
48	23	0.81
48	347	0.76
49	105	0.86
49	121	0.89
49	191	0.72
49	286	0.85
50	65	0.75
50	128	0.78
50	236	0.82
50	304	0.89
50	313	0.98
50	478	0.78
51	40	0.73
51	88	0.88
51	132	0.82
51	283	0.80
51	293	0.97
51	341	0.71
51	398	0.72
51	443	0.82
51	480	0.92
51	485	0.78
53	39	0.74
53	56	0.99
53	93	0.93
53	142	0.73
53	378	0.89
53	414	0.96
53	452	0.92
53	480	0.99
54	14	0.83
54	193	0.83
54	479	0.92
54	489	0.72
55	66	0.85
55	290	0.87
55	313	1.00
55	383	0.86
55	402	0.92
56	73	0.84
56	168	0.91
56	200	0.93
56	410	0.79
56	412	0.96
57	168	0.87
57	197	0.87
57	298	0.73
57	424	0.93
58	18	0.94
58	133	0.70
58	181	0.75
58	292	0.95
58	360	0.76
58	415	0.70
58	454	0.77
58	465	0.89
59	100	0.88
59	294	0.96
59	344	0.92
60	179	0.80
60	219	0.76
60	291	0.74
60	362	0.89
60	476	0.82
61	179	0.94
61	234	0.85
61	436	0.92
61	493	0.96
62	0	0.94
62	126	0.77
62	192	0.99
62	356	0.81
62	487	0.74
63	59	0.83
63	268	0.77
63	322	0.73
63	466	0.94
63	474	0.94
64	20	0.76
64	193	0.98
64	200	0.90
64	203	0.92
64	208	0.73
65	39	0.91
65	247	0.99
65	346	0.95
65	359	0.76
65	366	0.87
65	470	0.90
65	474	0.71
66	38	0.77
66	166	0.81
66	235	0.81
66	482	0.75
67	7	0.80
67	36	0.78
67	171	0.74
67	322	1.00
69	123	0.71
69	277	0.79
70	27	0.75
