0	440	0.72
0	2	0.72
0	579	0.72
0	1300	0.72
0	189	0.72
0	756	0.72
0	59	0.72
0	3101	0.72
0	22	0.72
0	307	0.72
0	880	0.72
0	160	0.72
0	3295	0.72
0	123	0.72
0	3424	0.72
0	1639	0.72
0	1685	0.72
0	1290	0.72
0	125	0.72
0	2132	0.72
0	404	0.72
0	287	0.72
0	251	0.72
0	864	0.72
1	8	0.72
1	1751	0.72
2	2133	0.72
2	3	0.72
2	225	0.72
2	928	0.72
2	3321	0.72
2	1207	0.72
2	172	0.72
2	2046	0.72
2	2757	0.72
2	2758	0.72
4	3160	0.80
4	1821	0.80
4	1225	0.60
4	5	0.60
4	2423	0.60
4	403	0.60
4	2533	0.60
5	403	0.72
5	57	0.72
6	199	0.60
6	1	0.60
6	5	0.60
6	3347	0.60
6	7	0.80
6	8	0.60
6	828	0.80
6	1432	0.60
6	3083	0.80
6	771	0.60
6	347	0.60
6	403	0.60
6	113	0.60
7	8	0.60
8	214	0.60
8	2745	0.80
9	10	0.60
9	11	0.60
10	90	0.72
10	178	0.72
10	2	0.72
10	475	0.72
10	0	0.72
10	241	0.72
10	1389	0.72
10	225	0.72
10	1722	0.72
10	11	0.72
10	186	0.72
10	784	0.72
10	640	0.72
10	60	0.72
10	488	0.72
10	22	0.72
10	1179	0.72
10	444	0.72
10	2910	0.72
10	306	0.72
10	387	0.72
10	713	0.72
10	880	0.72
10	118	0.72
10	2088	0.72
10	538	0.72
10	204	0.72
10	1025	0.72
10	165	0.72
10	243	0.72
10	2956	0.72
10	237	0.72
10	404	0.72
10	160	0.72
11	91	0.72
11	713	0.72
11	95	0.72
11	96	0.72
11	241	0.72
11	225	0.72
11	1635	0.72
11	1290	0.72
11	662	0.72
11	2882	0.72
11	237	0.72
11	2996	0.72
11	60	0.72
11	320	0.72
11	22	0.72
11	153	0.72
11	562	0.72
13	55	0.72
13	14	0.72
13	15	0.72
13	600	0.72
14	958	0.60
14	404	0.60
14	72	0.60
14	2528	0.60
14	3488	0.60
14	294	0.80
14	189	0.60
14	397	0.60
14	15	0.60
14	1232	0.60
14	452	0.60
14	287	0.60
14	723	0.60
15	452	0.72
15	3041	0.72
15	2422	0.72
16	749	0.60
16	3443	0.60
16	1908	0.80
16	291	0.80
16	72	0.60
16	3536	0.60
16	223	0.60
16	396	0.60
16	3490	0.60
16	3064	0.60
16	17	0.60
16	20	0.80
16	1810	0.60
17	16	0.72
18	940	0.60
18	1360	0.80
18	1170	0.60
